,año,equiponac,jugador,club
5835,2014,Peru,Josimar Atoche,Alianza Lima
5836,2014,Peru,Josepmir Ballón,U. San Martin
5837,2014,Peru,Rinaldo Cruzado,Nacional
5838,2014,Peru,Luis Ramírez,Corinthians
5839,2014,Peru,Hernán Hinostroza,U. San Martin
5840,2014,Peru,Christofer Gonzales,Universitario
5841,2014,Peru,Jairzinho Gonzales,Ayacucho
5842,2014,Peru,Víctor Cedrón,Alianza Lima
5843,2014,Peru,Yordy Reyna,Grödig
5844,2014,Peru,Cristian Benavente,Castilla
5845,2014,Peru,Paolo Hurtado,Peñarol
5846,2014,Peru,Mario Velarde,U. Comercio
5847,2014,Peru,Claudio Pizarro,Bayern
5848,2014,Peru,Raúl Ruidíaz,Universitario
5849,2014,Peru,Irven Avila,Sp. Cristal
5850,2014,Peru,Paolo Guerrero,Corinthians
5851,2014,Peru,André Carrillo,Sporting
5852,2014,Peru,Daniel Chavez,UCV
5853,2014,Peru,Jean Deza,MHSC
5854,2014,Peru,Edison Flores,Universitario
5855,2015,Peru,Pedro Gallese,Juan Aurich
5856,2015,Peru,Salomon Libman,UCV
5857,2015,Peru,Diego Penny,Sp. Cristal
5858,2015,Peru,Renato Tapia,FC Twente
5859,2015,Peru,Christian Ramos,Juan Aurich
5860,2015,Peru,Hansell Riojas,UCV
5861,2015,Peru,Pedro Paulo Requena,UCV
5862,2015,Peru,Carlos Ascues,Melgar
5863,2015,Peru,Carlos Zambrano,E Francfort
5864,2015,Peru,Edgar Villamarín,Melgar
5865,2015,Peru,Luis Advíncula,Vitória S.
5866,2015,Peru,Yoshimar Yotún,Malmö FF
5867,2015,Peru,Juan Vargas,Fiorentina
5868,2015,Peru,Jair Céspedes,Juan Aurich
5869,2015,Peru,Josepmir Ballón,Sp. Cristal
5870,2015,Peru,Edwin Retamoso,Real Garcilaso
5871,2015,Peru,Rinaldo Cruzado,UCV
5872,2015,Peru,Oscar Vílchez,Juan Aurich
5873,2015,Peru,Carlos Lobatón,Sp. Cristal
5874,2015,Peru,Christofer Gonzales,Universitario
5875,2015,Peru,Christian Cueva,Alianza Lima
5876,2015,Peru,Yordy Reyna,RB Leipzig
5877,2015,Peru,Cristian Benavente,Castilla
5878,2015,Peru,Paolo Hurtado,Paços
5879,2015,Peru,Joel Sánchez,U. San Martin
5880,2015,Peru,Claudio Pizarro,Bayern
5881,2015,Peru,Raúl Ruidíaz,Melgar
5882,2015,Peru,Paolo Guerrero,Flamengo
5883,2015,Peru,Irven Avila,Sp. Cristal
5884,2015,Peru,André Carrillo,Sporting
5885,2015,Peru,Jefferson Farfán,Schalke 04
5886,2015,Peru,Daniel Chavez,UCV
5887,2015,Peru,Jean Deza,Alianza Lima
5888,2015,Peru,Edison Flores,Universitario
5889,2015,Peru,Iván Bulos,Municipal
5890,2016,Peru,Pedro Gallese,Juan Aurich
5891,2016,Peru,Carlos Cáceda,Universitario
5892,2016,Peru,José Carvallo,UTC
5893,2016,Peru,Salomon Libman,UCV
5894,2016,Peru,Diego Penny,Sp. Cristal
5895,2016,Peru,Renato Tapia,Feyenoord
5896,2016,Peru,Christian Ramos,Juan Aurich
5897,2016,Peru,Luis Abram,Sp. Cristal
5898,2016,Peru,Miguel Araujo,Alianza Lima
5899,2016,Peru,Alberto Rodriguez,Sp. Cristal
5900,2016,Peru,Adán Balbín,Universitario
5901,2016,Peru,Renzo Revoredo,Sp. Cristal
5902,2016,Peru,Carlos Ascues,Wolfsburgo
5903,2016,Peru,Carlos Zambrano,E Francfort
5904,2016,Peru,Alexander Callens,Numancia
5905,2016,Peru,Luis Advíncula,Newell's
5906,2016,Peru,Aldo Corzo,Municipal
5907,2016,Peru,Yoshimar Yotún,Malmö FF
5908,2016,Peru,Miguel Trauco,Universitario
5909,2016,Peru,Nilson Loyola,Melgar
5910,2016,Peru,Jair Céspedes,Sp. Cristal
5911,2016,Peru,Juan Vargas,Betis
5912,2016,Peru,Minzum Quina,Melgar
5913,2016,Peru,Josepmir Ballón,Sp. Cristal
5914,2016,Peru,Anderson Santamaría,Melgar
5915,2016,Peru,César Ortiz,Huancayo
5916,2016,Peru,Wilder Cartagena,U. San Martin
5917,2016,Peru,Edwin Retamoso,Real Garcilaso
5918,2016,Peru,Armando Alfageme,Municipal
5919,2016,Peru,Oscar Vílchez,Alianza Lima
5920,2016,Peru,Alexis Arias,Melgar
5921,2016,Peru,Carlos Lobatón,Sp. Cristal
5922,2016,Peru,Pedro Aquino,Sp. Cristal
5923,2016,Peru,Alejandro Hohberg,UCV
5924,2016,Peru,Christian Cueva,Toluca
5925,2016,Peru,Beto da Silva,PSV
5926,2016,Peru,Sergio Peña,U. San Martin
5927,2016,Peru,Cristian Benavente,Charleroi
5928,2016,Peru,Joel Sánchez,U. San Martin
5929,2016,Peru,Claudio Pizarro,Werder
5930,2016,Peru,Raúl Ruidíaz,Universitario
5931,2016,Peru,Paolo Guerrero,Flamengo
5932,2016,Peru,Irven Avila,LDU Quito
5933,2016,Peru,André Carrillo,Benfica
5934,2016,Peru,Jefferson Farfán,Al Jazira
5935,2016,Peru,Andy Polo,Universitario
5936,2016,Peru,Edison Flores,Universitario
5937,2016,Peru,Ray Sandoval,Sp. Cristal
5938,2017,Peru,Pedro Gallese,Veracruz
5939,2017,Peru,Diego Penny,Melgar
5940,2017,Peru,José Carvallo,UTC
5941,2017,Peru,Carlos Cáceda,Universitario
5942,2017,Peru,Leao Butrón,Alianza Lima
5943,2017,Peru,Renato Tapia,Feyenoord
5944,2017,Peru,Christian Ramos,Emelec
5945,2017,Peru,Alberto Rodriguez,Universitario
5946,2017,Peru,Luis Abram,Sp. Cristal
5947,2017,Peru,Adrián Zela,Municipal
5948,2017,Peru,Renzo Revoredo,Sp. Cristal
5949,2017,Peru,Miguel Araujo,Alianza Lima
5950,2017,Peru,Luis Advíncula,Lobos BUAP
5951,2017,Peru,Aldo Corzo,Universitario
5952,2017,Peru,Rodrigo Cuba,Municipal
5953,2017,Peru,Yoshimar Yotún,Malmö FF
5954,2017,Peru,Nilson Loyola,Melgar
5955,2017,Peru,Miguel Trauco,Flamengo
5956,2017,Peru,Anderson Santamaría,Melgar
5957,2017,Peru,Wilder Cartagena,U. San Martin
5958,2017,Peru,Pedro Aquino,Sp. Cristal
5959,2017,Peru,José Manzaneda,Cantolao
5960,2017,Peru,Sergio Peña,Granada CF
5961,2017,Peru,Yordy Reyna,Vancouver
5962,2017,Peru,Christian Cueva,SPFC
5963,2017,Peru,Paolo Hurtado,Guimarães
5964,2017,Peru,Joel Sánchez,Sp. Cristal
5965,2017,Peru,Raúl Ruidíaz,Morelia
5966,2017,Peru,Paolo Guerrero,Flamengo
5967,2017,Peru,Alexander Succar,U. San Martin
5968,2017,Peru,André Carrillo,Benfica
5969,2017,Peru,Jefferson Farfán,Lokomotiv M
5970,2017,Peru,Andy Polo,Morelia
5971,2017,Peru,Alexi Gómez,Universitario
5972,2017,Peru,Edison Flores,Aalborg
5973,2017,Peru,Iván Bulos,Boavista
5974,2018,Peru,Pedro Gallese,Veracruz
5975,2018,Peru,Patricio Alvarez,Sp. Cristal
5976,2018,Peru,José Carvallo,UTC
5977,2018,Peru,Carlos Cáceda,Municipal
5978,2018,Peru,Alejandro Duarte,U. San Martin
5979,2018,Peru,Renato Tapia,Feyenoord
5980,2018,Peru,Christian Ramos,Veracruz
5981,2018,Peru,Miguel Araujo,Alianza Lima
5982,2018,Peru,Alberto Rodriguez,Junior
5983,2018,Peru,Luis Abram,Velez Sarsfield
5984,2018,Peru,Alexander Callens,NYCFC
5985,2018,Peru,Luis Advíncula,Lobos BUAP
5986,2018,Peru,Johan Madrid,Sp. Cristal
5987,2018,Peru,Aldo Corzo,Universitario
5988,2018,Peru,Yoshimar Yotún,Orlando
5989,2018,Peru,Nilson Loyola,Melgar
5990,2018,Peru,Miguel Trauco,Flamengo
5991,2018,Peru,Wilder Cartagena,Veracruz
5992,2018,Peru,Anderson Santamaría,Puebla
5993,2018,Peru,Christofer Gonzales,Melgar
5994,2018,Peru,Pedro Aquino,León
5995,2018,Peru,Sergio Peña,Granada CF
5996,2018,Peru,Cristian Benavente,Charleroi
5997,2018,Peru,Yordy Reyna,Vancouver
5998,2018,Peru,Beto da Silva,Argentinos
5999,2018,Peru,Christian Cueva,SPFC
6000,2018,Peru,Paolo Hurtado,Guimarães
6001,2018,Peru,Horacio Calcaterra,Sp. Cristal
6002,2018,Peru,Raúl Ruidíaz,Morelia
6003,2018,Peru,Paolo Guerrero,Flamengo
6004,2018,Peru,André Carrillo,Watford
6005,2018,Peru,Jefferson Farfán,Lokomotiv M
6006,2018,Peru,Andy Polo,Portland
6007,2018,Peru,Ray Sandoval,Morelia
6008,2018,Peru,Marcos López,Sp. Cristal
6009,2018,Peru,Roberto Siucho,Universitario
6010,2018,Peru,Edison Flores,Aalborg
6011,2019,Peru,Pedro Gallese,Alianza Lima
6012,2019,Peru,José Carvallo,Universitario
6013,2019,Peru,Carlos Cáceda,Melgar
6014,2019,Peru,Patricio Alvarez,Sp. Cristal
6015,2019,Peru,Renato Tapia,Willem II
6016,2019,Peru,Luis Abram,Velez Sarsfield
6017,2019,Peru,Miguel Araujo,Talleres
6018,2019,Peru,Carlos Ascues,Orlando
6019,2019,Peru,Carlos Zambrano,FC Basel
6020,2019,Peru,Alexander Callens,NYCFC
6021,2019,Peru,Luis Advíncula,Rayo
6022,2019,Peru,Aldo Corzo,Universitario
6023,2019,Peru,Yoshimar Yotún,Cruz Azul
6024,2019,Peru,Miguel Trauco,Flamengo
6025,2019,Peru,Jesús Pretell,Sp. Cristal
6026,2019,Peru,Anderson Santamaría,Atlas
6027,2019,Peru,Armando Alfageme,Universitario
6028,2019,Peru,Josepmir Ballón,Uni. Concepcion
6029,2019,Peru,Wilder Cartagena,Alianza Lima
6030,2019,Peru,Christofer Gonzales,Sp. Cristal
6031,2019,Peru,Alexis Arias,Melgar
6032,2019,Peru,Pedro Aquino,León
6033,2019,Peru,Alejandro Hohberg,Universitario
6034,2019,Peru,Yordy Reyna,Vancouver
6035,2019,Peru,Beto da Silva,Lobos BUAP
6036,2019,Peru,Christian Cueva,Santos
6037,2019,Peru,Paolo Hurtado,Konyaspor
6038,2019,Peru,Raúl Ruidíaz,Seattle
6039,2019,Peru,Paolo Guerrero,Internacional
6040,2019,Peru,André Carrillo,Al Hilal
6041,2019,Peru,Jefferson Farfán,Lokomotiv M
6042,2019,Peru,Gabriel Costa,Colo Colo
6043,2019,Peru,Kevin Quevedo,Alianza Lima
6044,2019,Peru,Andy Polo,Portland
6045,2019,Peru,Edison Flores,Morelia
6046,2019,Peru,Marcos López,San Jose
6047,1994,Chile,Marcelo Ramirez,Colo Colo
6048,1994,Chile,Nelson Tapia,Uni. Catolica
6049,1994,Chile,Patricio Toledo,Uni. Catolica
6050,1994,Chile,Ronald Fuentes,Univ. de Chile
6051,1994,Chile,Pedro Reyes,Colo Colo
6052,1994,Chile,Javier Margas,Colo Colo
6053,1994,Chile,R. F.  Rojas,Union Española
6054,1994,Chile,Pedro Jaque,Cobreloa
6055,1994,Chile,Daniel Lopez,Uni. Catolica
6056,1994,Chile,Carlos Fuentes,Osorno
6057,1994,Chile,Miguel Rojas,Cobreloa
6058,1994,Chile,Wilson Rojas,O'Higgins
6059,1994,Chile,Miguel Ardiman,Uni. Catolica
6060,1994,Chile,Juan Carlos Gonzalez,Union Española
6061,1994,Chile,Cristian Castañeda,Univ. de Chile
6062,1994,Chile,Miguel Ramirez,Colo Colo
6063,1994,Chile,Nelson Parraguez,Uni. Catolica
6064,1994,Chile,Fabian Estay,Olympiakos
6065,1994,Chile,Juan Manuel Silva,Cobreloa
6066,1994,Chile,Gabriel Mendoza,Colo Colo
6067,1994,Chile,Marcelo Alvarez,Cobreloa
6068,1994,Chile,Fabian Guevara,Univ. de Chile
6069,1994,Chile,Wilson Contreras,Huachipato
6070,1994,Chile,Mario Lepe,Uni. Catolica
6071,1994,Chile,Marcelo Vega,Colo Colo
6072,1994,Chile,José Luis Sierra,Union Española
6073,1994,Chile,Rodrigo Barrera,Uni. Catolica
6074,1994,Chile,Iván Zamorano,Real Madrid
6075,1994,Chile,Marcelo Salas,Univ. de Chile
6076,1994,Chile,Lukas Tudor,Uni. Catolica
6077,1994,Chile,Patricio Yañez,Colo Colo
6078,1994,Chile,J. E.  Carreño,Union Española
6079,1994,Chile,Pedro Gonzalez,Cobreloa
6080,1994,Chile,Raimundo Tupper,Uni. Catolica
6081,1995,Chile,Marco Antonio Cornez,CD Everton
6082,1995,Chile,Marcelo Ramirez,Colo Colo
6083,1995,Chile,Alex Varas,Uni. Catolica
6084,1995,Chile,Nelson Tapia,Uni. Catolica
6085,1995,Chile,R. F.  Rojas,Union Española
6086,1995,Chile,Javier Margas,América
6087,1995,Chile,Ronald Fuentes,Univ. de Chile
6088,1995,Chile,Jaime Lopestri,Coquimbo Unido
6089,1995,Chile,Eduardo Vilchez,Necaxa
6090,1995,Chile,Claudio Lizama,Uni. Catolica
6091,1995,Chile,Pedro Jaque,Morelia
6092,1995,Chile,Cristian Castañeda,Univ. de Chile
6093,1995,Chile,Miguel Ramirez,Colo Colo
6094,1995,Chile,Rodrigo Pérez,O'Higgins
6095,1995,Chile,Nelson Parraguez,Uni. Catolica
6096,1995,Chile,Pablo Galdames,Union Española
6097,1995,Chile,Clarence Acuña,O'Higgins
6098,1995,Chile,Luis Musrri,Univ. de Chile
6099,1995,Chile,Fabian Estay,Colo Colo
6100,1995,Chile,Gabriel Mendoza,Colo Colo
6101,1995,Chile,Esteban Valencia,Univ. de Chile
6102,1995,Chile,Cesar Muena,Cobreloa
6103,1995,Chile,Fabian Guevara,Monterrey
6104,1995,Chile,Ian MacNiven,Uni. Catolica
6105,1995,Chile,Patricio Mardones,Univ. de Chile
6106,1995,Chile,Rodrigo Ruiz,Puebla
6107,1995,Chile,Marcelo Vega,Colo Colo
6108,1995,Chile,José Luis Sierra,SPFC
6109,1995,Chile,Marcelo Salas,Univ. de Chile
6110,1995,Chile,Rodrigo Goldberg,Univ. de Chile
6111,1995,Chile,Iván Zamorano,Real Madrid
6112,1995,Chile,Rodrigo Barrera,Necaxa
6113,1995,Chile,Sebastian Rozental,Uni. Catolica
6114,1995,Chile,Ivo Basay,Colo Colo
6115,1995,Chile,Lukas Tudor,Uni. Catolica
6116,1996,Chile,Nelson Tapia,Uni. Catolica
6117,1996,Chile,Marcelo Ramirez,Colo Colo
6118,1996,Chile,R. F.  Rojas,Union Española
6119,1996,Chile,Pedro Reyes,Colo Colo
6120,1996,Chile,Ronald Fuentes,Univ. de Chile
6121,1996,Chile,Javier Margas,América
6122,1996,Chile,Agustin Salvatierra,Palestino
6123,1996,Chile,Juan Carlos Gonzalez,Colo Colo
6124,1996,Chile,Cristian Romero,Univ. de Chile
6125,1996,Chile,Miguel Ardiman,Uni. Catolica
6126,1996,Chile,Eduardo Vilchez,Necaxa
6127,1996,Chile,Marcelo Miranda,Cobreloa
6128,1996,Chile,Cristian Castañeda,Univ. de Chile
6129,1996,Chile,Miguel Ramirez,R. Sociedad
6130,1996,Chile,F. U.  Rojas,Colo Colo
6131,1996,Chile,Luis Musrri,Univ. de Chile
6132,1996,Chile,Pablo Galdames,Union Española
6133,1996,Chile,Nelson Parraguez,Uni. Catolica
6134,1996,Chile,Clarence Acuña,O'Higgins
6135,1996,Chile,Fernando Cornejo,Cobreloa
6136,1996,Chile,Fabian Estay,Colo Colo
6137,1996,Chile,Luis Perez,Uni. Catolica
6138,1996,Chile,Gabriel Mendoza,Colo Colo
6139,1996,Chile,Jaime Ramirez,Union Española
6140,1996,Chile,Gustavo Poirrier,Temuco
6141,1996,Chile,Esteban Valencia,Univ. de Chile
6142,1996,Chile,Jorge Contreras,D. Concepción
6143,1996,Chile,V. H.  Castañeda,Univ. de Chile
6144,1996,Chile,Luis Chavarria,D. Concepción
6145,1996,Chile,Cristian Mora,Univ. de Chile
6146,1996,Chile,Marcelo Vega,Regional Atacama
6147,1996,Chile,José Luis Sierra,Colo Colo
6148,1996,Chile,Marcelo Salas,Univ. de Chile
6149,1996,Chile,Iván Zamorano,Real Madrid
6150,1996,Chile,Rodrigo Goldberg,Univ. de Chile
6151,1996,Chile,Claudio Nunez,Wanderers
6152,1996,Chile,Sebastian Rozental,Uni. Catolica
6153,1996,Chile,Franz Arancibia,Temuco
6154,1996,Chile,Fernando Vergara,Colo Colo
6155,1996,Chile,J. E.  Carreño,D. Concepción
6156,1996,Chile,Ivo Basay,Colo Colo
6157,1997,Chile,Nelson Cossio,Audax Italiano
6158,1997,Chile,Nelson Tapia,Uni. Catolica
6159,1997,Chile,Marcelo Ramirez,Colo Colo
6160,1997,Chile,Pedro Reyes,Colo Colo
6161,1997,Chile,R. F.  Rojas,Univ. de Chile
6162,1997,Chile,Juan Luis Gonzalez,La Serena
6163,1997,Chile,Javier Margas,Uni. Catolica
6164,1997,Chile,Ronald Fuentes,Univ. de Chile
6165,1997,Chile,Cristian Flores,Wanderers
6166,1997,Chile,Jorge Gomez,Temuco
6167,1997,Chile,Marcelo Miranda,Cobreloa
6168,1997,Chile,Juan Carlos Gonzalez,Colo Colo
6169,1997,Chile,Dante Poli,Uni. Catolica
6170,1997,Chile,Cristian Castañeda,Univ. de Chile
6171,1997,Chile,F. U.  Rojas,Colo Colo
6172,1997,Chile,Raul Muñoz,Colo Colo
6173,1997,Chile,Miguel Ponce,Univ. de Chile
6174,1997,Chile,Clarence Acuña,Univ. de Chile
6175,1997,Chile,Luis Musrri,Univ. de Chile
6176,1997,Chile,Mario Salas,Colo Colo
6177,1997,Chile,Nelson Parraguez,Uni. Catolica
6178,1997,Chile,Moises Villarroel,Wanderers
6179,1997,Chile,Fernando Cornejo,Cobreloa
6180,1997,Chile,Wilson Contreras,Huachipato
6181,1997,Chile,V. H.  Castañeda,Univ. de Chile
6182,1997,Chile,Oscar Lee Chong,Palestino
6183,1997,Chile,Gabriel Mendoza,Tigres UANL
6184,1997,Chile,Esteban Valencia,Univ. de Chile
6185,1997,Chile,Jorge Contreras,Wanderers
6186,1997,Chile,Cristian Mora,Univ. de Chile
6187,1997,Chile,Alejandro Osorio,Uni. Catolica
6188,1997,Chile,Luis Chavarria,D. Concepción
6189,1997,Chile,Rodrigo Ruiz,Neza
6190,1997,Chile,Jaime Riveros,Cobreloa
6191,1997,Chile,José Luis Sierra,Colo Colo
6192,1997,Chile,Marcelo Vega,Wanderers
6193,1997,Chile,Rodrigo Barrera,Univ. de Chile
6194,1997,Chile,Iván Zamorano,Inter
6195,1997,Chile,Claudio Nunez,Tigres UANL
6196,1997,Chile,Rodrigo Goldberg,Univ. de Chile
6197,1997,Chile,Marcelo Salas,River Plate
6198,1997,Chile,Fernando Vergara,Colo Colo
6199,1997,Chile,J. E.  Carreño,D. Concepción
6200,1997,Chile,Juan Castillo,Temuco
6201,1997,Chile,Sebastian Rozental,Rangers
6202,1997,Chile,Ivo Basay,Colo Colo
6203,1997,Chile,Pedro Gonzalez,Cobreloa
6204,1998,Chile,Marcelo Ramirez,Colo Colo
6205,1998,Chile,Nelson Tapia,Uni. Catolica
6206,1998,Chile,Ronald Fuentes,Univ. de Chile
6207,1998,Chile,Luis Fuentes,Coquimbo Unido
6208,1998,Chile,Javier Margas,Uni. Catolica
6209,1998,Chile,Pedro Reyes,Colo Colo
6210,1998,Chile,R. F.  Rojas,Univ. de Chile
6211,1998,Chile,Rafael Olarra,Univ. de Chile
6212,1998,Chile,Jorge Gomez,Temuco
6213,1998,Chile,Cristian Castañeda,Univ. de Chile
6214,1998,Chile,Rodrigo Valenzuela,América
6215,1998,Chile,F. U.  Rojas,Colo Colo
6216,1998,Chile,Miguel Ramirez,Uni. Catolica
6217,1998,Chile,Nelson Parraguez,Uni. Catolica
6218,1998,Chile,Clarence Acuña,Univ. de Chile
6219,1998,Chile,Luis Musrri,Univ. de Chile
6220,1998,Chile,Pablo Galdames,Union Española
6221,1998,Chile,Fernando Cornejo,Uni. Catolica
6222,1998,Chile,Moises Villarroel,Wanderers
6223,1998,Chile,Fabian Estay,Toluca
6224,1998,Chile,Mauricio Aros,Univ. de Chile
6225,1998,Chile,Esteban Valencia,Univ. de Chile
6226,1998,Chile,José Luis Sierra,Colo Colo
6227,1998,Chile,Marcelo Vega,Red Bulls
6228,1998,Chile,Hector Tapia,Colo Colo
6229,1998,Chile,Rodrigo Barrera,Univ. de Chile
6230,1998,Chile,Marcelo Salas,River Plate
6231,1998,Chile,Iván Zamorano,Inter
6232,1998,Chile,Claudio Nunez,Uni. Catolica
6233,1998,Chile,Manuel Neira,Colo Colo
6234,1998,Chile,Rodolfo Moya,Uni. Catolica
6235,1998,Chile,J. E.  Carreño,Huachipato
6236,1998,Chile,Paolo Vivar,Cobreloa
6237,1999,Chile,Marcelo Ramirez,Colo Colo
6238,1999,Chile,Nelson Tapia,Uni. Catolica
6239,1999,Chile,Jorge Vargas,Uni. Catolica
6240,1999,Chile,Javier Margas,West Ham
6241,1999,Chile,Luis Fuentes,Cobreloa
6242,1999,Chile,Pedro Reyes,Auxerre
6243,1999,Chile,Pablo Contreras,Monaco
6244,1999,Chile,Luis Arturo Mena,Colo Colo
6245,1999,Chile,Miguel Ramirez,Uni. Catolica
6246,1999,Chile,Miguel Ponce,Uni. Catolica
6247,1999,Chile,F. U.  Rojas,Colo Colo
6248,1999,Chile,Nelson Parraguez,Uni. Catolica
6249,1999,Chile,Clarence Acuña,Univ. de Chile
6250,1999,Chile,David Pizarro,Wanderers
6251,1999,Chile,Raúl Palacios,Morning
6252,1999,Chile,Moises Villarroel,Wanderers
6253,1999,Chile,Fabian Estay,Toluca
6254,1999,Chile,Mauricio Aros,Univ. de Chile
6255,1999,Chile,Cristian Uribe,Huachipato
6256,1999,Chile,Roberto Cartes,Gim. Jujuy
6257,1999,Chile,Mauricio Donoso,Cobreloa
6258,1999,Chile,Esteban Valencia,Univ. de Chile
6259,1999,Chile,José Luis Sierra,Colo Colo
6260,1999,Chile,Marco Villaseca,Colo Colo
6261,1999,Chile,Marcelo Salas,Lazio
6262,1999,Chile,Iván Zamorano,Inter
6263,1999,Chile,Claudio Nunez,Tigres UANL
6264,1999,Chile,P. E.  Neira,Huachipato
6265,1999,Chile,Manuel Neira,Las Palmas
6266,1999,Chile,Pedro Gonzalez,Union Española
6267,1999,Chile,Carlos Reyes,Audax Italiano
6268,1999,Chile,Cristian Montecinos,Colo Colo
6269,1999,Chile,R. M.  Navia,Wanderers
6270,1999,Chile,Rodolfo Moya,Uni. Catolica
6271,2000,Chile,Marcelo Ramirez,Colo Colo
6272,2000,Chile,Rodrigo Pinto,Morning
6273,2000,Chile,Nelson Tapia,Uni. Catolica
6274,2000,Chile,Jorge Vargas,Reggina
6275,2000,Chile,R. F.  Rojas,Univ. de Chile
6276,2000,Chile,Javier Margas,West Ham
6277,2000,Chile,Pedro Reyes,Auxerre
6278,2000,Chile,Alex Von Schwedler,Univ. de Chile
6279,2000,Chile,Pablo Contreras,Monaco
6280,2000,Chile,Ronald Fuentes,Univ. de Chile
6281,2000,Chile,Rafael Olarra,Univ. de Chile
6282,2000,Chile,Francisco Fernandez,Uni. Catolica
6283,2000,Chile,Cristian Flores,Colo Colo
6284,2000,Chile,Cristian Alvarez,Uni. Catolica
6285,2000,Chile,Miguel Ponce,Uni. Catolica
6286,2000,Chile,Miguel Ramirez,Uni. Catolica
6287,2000,Chile,F. U.  Rojas,Colo Colo
6288,2000,Chile,Nelson Parraguez,Uni. Catolica
6289,2000,Chile,Pablo Galdames,Univ. de Chile
6290,2000,Chile,Clarence Acuña,Univ. de Chile
6291,2000,Chile,David Pizarro,Udinese
6292,2000,Chile,Moises Villarroel,Wanderers
6293,2000,Chile,Raúl Palacios,Colo Colo
6294,2000,Chile,Cláudio Maldonado,SPFC
6295,2000,Chile,Fernando Cornejo,Cobreloa
6296,2000,Chile,Fabian Estay,América
6297,2000,Chile,Mauricio Aros,Univ. de Chile
6298,2000,Chile,Patricio Ormazabal,Uni. Catolica
6299,2000,Chile,Joel Reyes,Morning
6300,2000,Chile,Rodrigo Núñez,Wanderers
6301,2000,Chile,Esteban Valencia,Colon
6302,2000,Chile,Rodrigo Tello,Univ. de Chile
6303,2000,Chile,José Luis Sierra,Colo Colo
6304,2000,Chile,Jaime Riveros,Cobreloa
6305,2000,Chile,Marco Villaseca,Colo Colo
6306,2000,Chile,Marcelo Salas,Lazio
6307,2000,Chile,Hector Tapia,Perugia
6308,2000,Chile,Iván Zamorano,Inter
6309,2000,Chile,Claudio Nunez,Tigres UANL
6310,2000,Chile,J. B.  Gutierrez,Union Española
6311,2000,Chile,Sebastian Rozental,Indep.
6312,2000,Chile,Pedro Gonzalez,Univ. de Chile
6313,2000,Chile,Mario Núñez,Uni. Catolica
6314,2000,Chile,R. M.  Navia,Wanderers
6315,2000,Chile,Ricardo Queralto,Union Española
6316,2001,Chile,Sergio Vargas,Univ. de Chile
6317,2001,Chile,Marcelo Ramirez,Colo Colo
6318,2001,Chile,Carlos Toro,Wanderers
6319,2001,Chile,Nelson Tapia,Puerto Montt
6320,2001,Chile,Jorge Vargas,Reggina
6321,2001,Chile,Luis Fuentes,Cobreloa
6322,2001,Chile,Rafael Olarra,Univ. de Chile
6323,2001,Chile,Pedro Reyes,Auxerre
6324,2001,Chile,Pablo Contreras,Racing Club
6325,2001,Chile,R. F.  Rojas,América
6326,2001,Chile,Jorge Torres,D. Concepción
6327,2001,Chile,David Henriquez,Colo Colo
6328,2001,Chile,Hector Robles,Wanderers
6329,2001,Chile,Cristian Gómez,Coquimbo Unido
6330,2001,Chile,Darwin Perez,D. Concepción
6331,2001,Chile,Italo Diaz,Cobreloa
6332,2001,Chile,Rodrigo Valenzuela,Union Española
6333,2001,Chile,Eros Pérez,Colon
6334,2001,Chile,Fernando Solis,Union Española
6335,2001,Chile,Miguel Ramirez,Uni. Catolica
6336,2001,Chile,F. U.  Rojas,Sturm Graz
6337,2001,Chile,Raul Muñoz,Colo Colo
6338,2001,Chile,Miguel Ponce,Uni. Catolica
6339,2001,Chile,Rodrigo Pérez,Cobreloa
6340,2001,Chile,Rodrigo Meléndez,Cobreloa
6341,2001,Chile,Nelson Parraguez,Necaxa
6342,2001,Chile,Mauricio Pozo,Cobreloa
6343,2001,Chile,Pablo Galdames,Cruz Azul
6344,2001,Chile,Victor Cancino,D. Concepción
6345,2001,Chile,Clarence Acuña,Newcastle
6346,2001,Chile,David Pizarro,Udinese
6347,2001,Chile,Cláudio Maldonado,SPFC
6348,2001,Chile,Arturo Sanhueza,Wanderers
6349,2001,Chile,Jaime Valdes,Bari
6350,2001,Chile,Moises Villarroel,Wanderers
6351,2001,Chile,Fabian Estay,América
